"customer_id","customer_name","segment","age","country","city","state","postal_code","region","first_name","last_name","order_line","order_id","order_date","ship_date","ship_mode","customer_id-2","product_id","sales","quantity","discount","profit","product_id-2","category","sub_category","product_name"
"ZD-21925","Zuschuss Donatelli","Consumer",66,"United States","San Francisco","California","94109","West","Zuschuss","Donatelli",20,"CA-2014-143336","2014-08-27","2014-09-01","Second Class","ZD-21925","TEC-PH-10001949","213.48",3,"0.2","16.011","TEC-PH-10001949","Technology","Phones","Cisco SPA 501G IP Phone"
"ZD-21925","Zuschuss Donatelli","Consumer",66,"United States","San Francisco","California","94109","West","Zuschuss","Donatelli",21,"CA-2014-143336","2014-08-27","2014-09-01","Second Class","ZD-21925","OFF-BI-10002215","22.72",4,"0.2","7.384","OFF-BI-10002215","Office Supplies","Binders","Wilson Jones Hanging View Binder  White  1"
"KB-16585","Ken Black","Corporate",67,"United States","Fremont","Nebraska","68025","Central","Ken","Black",22,"CA-2016-137330","2016-12-09","2016-12-13","Standard Class","KB-16585","OFF-AR-10000246","19.46",7,"0","5.0596","OFF-AR-10000246","Office Supplies","Art","Newell 318"
"KB-16585","Ken Black","Corporate",67,"United States","Fremont","Nebraska","68025","Central","Ken","Black",23,"CA-2016-137330","2016-12-09","2016-12-13","Standard Class","KB-16585","OFF-AP-10001492","60.34",7,"0","15.6884","OFF-AP-10001492","Office Supplies","Appliances","Acco Six-Outlet Power Strip  4 Cord Length"
"SF-20065","Sandra Flanagan","Consumer",41,"United States","Philadelphia","Pennsylvania","19140","East","Sandra","Flanagan",24,"US-2017-156909","2017-07-16","2017-07-18","Second Class","SF-20065","FUR-CH-10002774","71.372",2,"0.3","-1.0196","FUR-CH-10002774","Furniture","Chairs","Global Deluxe Stacking Chair  Gray"
"EB-13870","Emily Burns","Consumer",34,"United States","Orem","Utah","84057","West","Emily","Burns",25,"CA-2015-106320","2015-09-25","2015-09-30","Standard Class","EB-13870","FUR-TA-10000577","1044.63",3,"0","240.2649","FUR-TA-10000577","Furniture","Tables","Bretford CR4500 Series Slim Rectangular Table"
"EH-13945","Eric Hoffmann","Consumer",21,"United States","Los Angeles","California","90049","West","Eric","Hoffmann",26,"CA-2016-121755","2016-01-16","2016-01-20","Second Class","EH-13945","OFF-BI-10001634","11.648",2,"0.2","4.2224","OFF-BI-10001634","Office Supplies","Binders","Wilson Jones Active Use Binders"
"EH-13945","Eric Hoffmann","Consumer",21,"United States","Los Angeles","California","90049","West","Eric","Hoffmann",27,"CA-2016-121755","2016-01-16","2016-01-20","Second Class","EH-13945","TEC-AC-10003027","90.57",3,"0","11.7741","TEC-AC-10003027","Technology","Accessories","Imation 8GB Mini TravelDrive USB 2.0 Flash Drive"
"TB-21520","Tracy Blumstein","Consumer",48,"United States","Philadelphia","Pennsylvania","19140","East","Tracy","Blumstein",28,"US-2015-150630","2015-09-17","2015-09-21","Standard Class","TB-21520","FUR-BO-10004834","3083.43",7,"0.5","-1665.0522","FUR-BO-10004834","Furniture","Bookcases","Riverside Palais Royal Lawyers Bookcase  Royale Cherry Finish"
"TB-21520","Tracy Blumstein","Consumer",48,"United States","Philadelphia","Pennsylvania","19140","East","Tracy","Blumstein",29,"US-2015-150630","2015-09-17","2015-09-21","Standard Class","TB-21520","OFF-BI-10000474","9.618",2,"0.7","-7.0532","OFF-BI-10000474","Office Supplies","Binders","Avery Recycled Flexi-View Covers for Binding Systems"
"TB-21520","Tracy Blumstein","Consumer",48,"United States","Philadelphia","Pennsylvania","19140","East","Tracy","Blumstein",30,"US-2015-150630","2015-09-17","2015-09-21","Standard Class","TB-21520","FUR-FU-10004848","124.2",3,"0.2","15.525","FUR-FU-10004848","Furniture","Furnishings","Howard Miller 13-3/4 Diameter Brushed Chrome Round Wall Clock"
"TB-21520","Tracy Blumstein","Consumer",48,"United States","Philadelphia","Pennsylvania","19140","East","Tracy","Blumstein",31,"US-2015-150630","2015-09-17","2015-09-21","Standard Class","TB-21520","OFF-EN-10001509","3.264",2,"0.2","1.1016","OFF-EN-10001509","Office Supplies","Envelopes","Poly String Tie Envelopes"
"TB-21520","Tracy Blumstein","Consumer",48,"United States","Philadelphia","Pennsylvania","19140","East","Tracy","Blumstein",32,"US-2015-150630","2015-09-17","2015-09-21","Standard Class","TB-21520","OFF-AR-10004042","86.304",6,"0.2","9.7092","OFF-AR-10004042","Office Supplies","Art","BOSTON Model 1800 Electric Pencil Sharpeners  Putty/Woodgrain"
"TB-21520","Tracy Blumstein","Consumer",48,"United States","Philadelphia","Pennsylvania","19140","East","Tracy","Blumstein",33,"US-2015-150630","2015-09-17","2015-09-21","Standard Class","TB-21520","OFF-BI-10001525","6.858",6,"0.7","-5.715","OFF-BI-10001525","Office Supplies","Binders","Acco Pressboard Covers with Storage Hooks  14 7/8 x 11  Executive Red"
"TB-21520","Tracy Blumstein","Consumer",48,"United States","Philadelphia","Pennsylvania","19140","East","Tracy","Blumstein",34,"US-2015-150630","2015-09-17","2015-09-21","Standard Class","TB-21520","OFF-AR-10001683","15.76",2,"0.2","3.546","OFF-AR-10001683","Office Supplies","Art","Lumber Crayons"
"MA-17560","Matt Abelman","Home Office",19,"United States","Houston","Texas","77095","Central","Matt","Abelman",35,"CA-2017-107727","2017-10-19","2017-10-23","Second Class","MA-17560","OFF-PA-10000249","29.472",3,"0.2","9.9468","OFF-PA-10000249","Office Supplies","Paper","Easy-staple paper"
"GH-14485","Gene Hale","Corporate",28,"United States","Richardson","Texas","75080","Central","Gene","Hale",36,"CA-2016-117590","2016-12-08","2016-12-10","First Class","GH-14485","TEC-PH-10004977","1097.544",7,"0.2","123.4737","TEC-PH-10004977","Technology","Phones","GE 30524EE4"
"GH-14485","Gene Hale","Corporate",28,"United States","Richardson","Texas","75080","Central","Gene","Hale",37,"CA-2016-117590","2016-12-08","2016-12-10","First Class","GH-14485","FUR-FU-10003664","190.92",5,"0.6","-147.963","FUR-FU-10003664","Furniture","Furnishings","Electrix Architects Clamp-On Swing Arm Lamp  Black"
"SN-20710","Steve Nguyen","Home Office",46,"United States","Houston","Texas","77041","Central","Steve","Nguyen",38,"CA-2015-117415","2015-12-27","2015-12-31","Standard Class","SN-20710","OFF-EN-10002986","113.328",9,"0.2","35.415","OFF-EN-10002986","Office Supplies","Envelopes","#10-4 1/8 x 9 1/2 Premium Diagonal Seam Envelopes"
"SN-20710","Steve Nguyen","Home Office",46,"United States","Houston","Texas","77041","Central","Steve","Nguyen",39,"CA-2015-117415","2015-12-27","2015-12-31","Standard Class","SN-20710","FUR-BO-10002545","532.3992",3,"0.32","-46.9764","FUR-BO-10002545","Furniture","Bookcases","Atlantic Metals Mobile 3-Shelf Bookcases  Custom Colors"
"SN-20710","Steve Nguyen","Home Office",46,"United States","Houston","Texas","77041","Central","Steve","Nguyen",40,"CA-2015-117415","2015-12-27","2015-12-31","Standard Class","SN-20710","FUR-CH-10004218","212.058",3,"0.3","-15.147","FUR-CH-10004218","Furniture","Chairs","Global Fabric Managers Chair  Dark Gray"
"SN-20710","Steve Nguyen","Home Office",46,"United States","Houston","Texas","77041","Central","Steve","Nguyen",41,"CA-2015-117415","2015-12-27","2015-12-31","Standard Class","SN-20710","TEC-PH-10000486","371.168",4,"0.2","41.7564","TEC-PH-10000486","Technology","Phones","Plantronics HL10 Handset Lifter"
"LC-16930","Linda Cazamias","Corporate",31,"United States","Naperville","Illinois","60540","Central","Linda","Cazamias",42,"CA-2017-120999","2017-09-10","2017-09-15","Standard Class","LC-16930","TEC-PH-10004093","147.168",4,"0.2","16.5564","TEC-PH-10004093","Technology","Phones","Panasonic Kx-TS550"
"RA-19885","Ruben Ausman","Corporate1",51,"United States","Los Angeles","California","90049","West","Ruben","Ausman",43,"CA-2016-101343","2016-07-17","2016-07-22","Standard Class","RA-19885","OFF-ST-10003479","77.88",2,"0","3.894","OFF-ST-10003479","Office Supplies","Storage","Eldon Base for stackable storage shelf  platinum"
"ES-14080","Erin Smith","Corporate",20,"United States","Melbourne","Florida","32935","South","Erin","Smith",44,"CA-2017-139619","2017-09-19","2017-09-23","Standard Class","ES-14080","OFF-ST-10003282","95.616",2,"0.2","9.5616","OFF-ST-10003282","Office Supplies","Storage","Advantus 10-Drawer Portable Organizer  Chrome Metal Frame  Smoke Drawers"
"ON-18715","Odella Nelson","Corporate",27,"United States","Eagan","Minnesota","55122","Central","Odella","Nelson",45,"CA-2016-118255","2016-03-11","2016-03-13","First Class","ON-18715","TEC-AC-10000171","45.98",2,"0","19.7714","TEC-AC-10000171","Technology","Accessories","Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc  25/Pack"
"ON-18715","Odella Nelson","Corporate",27,"United States","Eagan","Minnesota","55122","Central","Odella","Nelson",46,"CA-2016-118255","2016-03-11","2016-03-13","First Class","ON-18715","OFF-BI-10003291","17.46",2,"0","8.2062","OFF-BI-10003291","Office Supplies","Binders","Wilson Jones Leather-Like Binders with DublLock Round Rings"
"PO-18865","Patrick O'Donnell","Consumer",64,"United States","Westland","Michigan","48185","Central","Patrick","O'Donnell",47,"CA-2014-146703","2014-10-20","2014-10-25","Second Class","PO-18865","OFF-ST-10001713","211.96",4,"0","8.4784","OFF-ST-10001713","Office Supplies","Storage","Gould Plastics 9-Pocket Panel Bin  18-3/8w x 5-1/4d x 20-1/2h  Black"
"LH-16900","Lena Hernandez","Consumer",66,"United States","Dover","Delaware","19901","East","Lena","Hernandez",48,"CA-2016-169194","2016-06-20","2016-06-25","Standard Class","LH-16900","TEC-AC-10002167","45",3,"0","4.95","TEC-AC-10002167","Technology","Accessories","Imation 8gb Micro Traveldrive Usb 2.0 Flash Drive"
"LH-16900","Lena Hernandez","Consumer",66,"United States","Dover","Delaware","19901","East","Lena","Hernandez",49,"CA-2016-169194","2016-06-20","2016-06-25","Standard Class","LH-16900","TEC-PH-10003988","21.8",2,"0","6.104","TEC-PH-10003988","Technology","Phones","LF Elite 3D Dazzle Designer Hard Case Cover  Lf Stylus Pen and Wiper For Apple Iphone 5c Mini Lite"
"DP-13000","Darren Powers","Consumer",40,"United States","New Albany","Indiana","47150","Central","Darren","Powers",50,"CA-2015-115742","2015-04-18","2015-04-22","Standard Class","DP-13000","OFF-BI-10004410","38.22",6,"0","17.9634","OFF-BI-10004410","Office Supplies","Binders","C-Line Peel & Stick Add-On Filing Pockets  8-3/4 x 5-1/8  10/Pack"
"DP-13000","Darren Powers","Consumer",40,"United States","New Albany","Indiana","47150","Central","Darren","Powers",51,"CA-2015-115742","2015-04-18","2015-04-22","Standard Class","DP-13000","OFF-LA-10002762","75.18",6,"0","35.3346","OFF-LA-10002762","Office Supplies","Labels","Avery 485"
"DP-13000","Darren Powers","Consumer",40,"United States","New Albany","Indiana","47150","Central","Darren","Powers",52,"CA-2015-115742","2015-04-18","2015-04-22","Standard Class","DP-13000","FUR-FU-10001706","6.16",2,"0","2.9568","FUR-FU-10001706","Furniture","Furnishings","Longer-Life Soft White Bulbs"
"DP-13000","Darren Powers","Consumer",40,"United States","New Albany","Indiana","47150","Central","Darren","Powers",53,"CA-2015-115742","2015-04-18","2015-04-22","Standard Class","DP-13000","FUR-CH-10003061","89.99",1,"0","17.0981","FUR-CH-10003061","Furniture","Chairs","Global Leather Task Chair  Black"
"JM-15265","Janet Molinari","Corporate",23,"United States","New York City","New York","10024","East","Janet","Molinari",54,"CA-2016-105816","2016-12-11","2016-12-17","Standard Class","JM-15265","OFF-FA-10000304","15.26",7,"0","6.2566","OFF-FA-10000304","Office Supplies","Fasteners","Advantus Push Pins"
"JM-15265","Janet Molinari","Corporate",23,"United States","New York City","New York","10024","East","Janet","Molinari",55,"CA-2016-105816","2016-12-11","2016-12-17","Standard Class","JM-15265","TEC-PH-10002447","1029.95",5,"0","298.6855","TEC-PH-10002447","Technology","Phones","AT&T CL83451 4-Handset Telephone"
"TB-21055","Ted Butterfield","Consumer",34,"United States","Troy","New York","12180","East","Ted","Butterfield",56,"CA-2016-111682","2016-06-17","2016-06-18","First Class","TB-21055","OFF-ST-10000604","208.56",6,"0","52.14","OFF-ST-10000604","Office Supplies","Storage","Home/Office Personal File Carts"
"TB-21055","Ted Butterfield","Consumer",34,"United States","Troy","New York","12180","East","Ted","Butterfield",57,"CA-2016-111682","2016-06-17","2016-06-18","First Class","TB-21055","OFF-PA-10001569","32.4",5,"0","15.552","OFF-PA-10001569","Office Supplies","Paper","Xerox 232"
"TB-21055","Ted Butterfield","Consumer",34,"United States","Troy","New York","12180","East","Ted","Butterfield",58,"CA-2016-111682","2016-06-17","2016-06-18","First Class","TB-21055","FUR-CH-10003968","319.41",5,"0.1","7.098","FUR-CH-10003968","Furniture","Chairs","Novimex Turbo Task Chair"
"TB-21055","Ted Butterfield","Consumer",34,"United States","Troy","New York","12180","East","Ted","Butterfield",59,"CA-2016-111682","2016-06-17","2016-06-18","First Class","TB-21055","OFF-PA-10000587","14.56",2,"0","6.9888","OFF-PA-10000587","Office Supplies","Paper","Array Parchment Paper  Assorted Colors"
"TB-21055","Ted Butterfield","Consumer",34,"United States","Troy","New York","12180","East","Ted","Butterfield",60,"CA-2016-111682","2016-06-17","2016-06-18","First Class","TB-21055","TEC-AC-10002167","30",2,"0","3.3","TEC-AC-10002167","Technology","Accessories","Imation 8gb Micro Traveldrive Usb 2.0 Flash Drive"
"TB-21055","Ted Butterfield","Consumer",34,"United States","Troy","New York","12180","East","Ted","Butterfield",61,"CA-2016-111682","2016-06-17","2016-06-18","First Class","TB-21055","OFF-BI-10001460","48.48",4,"0.2","16.362","OFF-BI-10001460","Office Supplies","Binders","Plastic Binding Combs"
"TB-21055","Ted Butterfield","Consumer",34,"United States","Troy","New York","12180","East","Ted","Butterfield",62,"CA-2016-111682","2016-06-17","2016-06-18","First Class","TB-21055","OFF-AR-10001868","1.68",1,"0","0.84","OFF-AR-10001868","Office Supplies","Art","Prang Dustless Chalk Sticks"
"KM-16720","Kunst Miller","Consumer",69,"United States","Los Angeles","California","90004","West","Kunst","Miller",63,"CA-2015-135545","2015-11-24","2015-11-30","Standard Class","KM-16720","TEC-AC-10004633","13.98",2,"0","6.1512","TEC-AC-10004633","Technology","Accessories","Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc  3/Pack"
"KM-16720","Kunst Miller","Consumer",69,"United States","Los Angeles","California","90004","West","Kunst","Miller",64,"CA-2015-135545","2015-11-24","2015-11-30","Standard Class","KM-16720","OFF-BI-10001078","25.824",6,"0.2","9.3612","OFF-BI-10001078","Office Supplies","Binders","Acco PRESSTEX Data Binder with Storage Hooks  Dark Blue  14 7/8 X 11"
"KM-16720","Kunst Miller","Consumer",69,"United States","Los Angeles","California","90004","West","Kunst","Miller",65,"CA-2015-135545","2015-11-24","2015-11-30","Standard Class","KM-16720","OFF-PA-10003892","146.73",3,"0","68.9631","OFF-PA-10003892","Office Supplies","Paper","Xerox 1943"
"KM-16720","Kunst Miller","Consumer",69,"United States","Los Angeles","California","90004","West","Kunst","Miller",66,"CA-2015-135545","2015-11-24","2015-11-30","Standard Class","KM-16720","FUR-FU-10000397","79.76",4,"0","22.3328","FUR-FU-10000397","Furniture","Furnishings","Luxo Economy Swing Arm Lamp"
"PS-18970","Paul Stevenson","Home Office",31,"United States","Chicago","Illinois","60610","Central","Paul","Stevenson",67,"US-2015-164175","2015-04-30","2015-05-05","Standard Class","PS-18970","FUR-CH-10001146","213.115",5,"0.3","-15.2225","FUR-CH-10001146","Furniture","Chairs","Global Value Mid-Back Managers Chair  Gray"
"BS-11590","Brendan Sweed","Corporate",45,"United States","Gilbert","Arizona","85234","West","Brendan","Sweed",68,"CA-2014-106376","2014-12-05","2014-12-10","Standard Class","BS-11590","OFF-AR-10002671","1113.024",8,"0.2","111.3024","OFF-AR-10002671","Office Supplies","Art","Hunt BOSTON Model 1606 High-Volume Electric Pencil Sharpener  Beige"
"BS-11590","Brendan Sweed","Corporate",45,"United States","Gilbert","Arizona","85234","West","Brendan","Sweed",69,"CA-2014-106376","2014-12-05","2014-12-10","Standard Class","BS-11590","TEC-PH-10002726","167.968",4,"0.2","62.988","TEC-PH-10002726","Technology","Phones","netTALK DUO VoIP Telephone Service"
"KD-16270","Karen Daniels","Consumer",59,"United States","Springfield","Virginia","22153","South","Karen","Daniels",70,"CA-2016-119823","2016-06-04","2016-06-06","First Class","KD-16270","OFF-PA-10000482","75.88",2,"0","35.6636","OFF-PA-10000482","Office Supplies","Paper","Snap-A-Way Black Print Carbonless Ruled Speed Letter  Triplicate"
"HM-14980","Henry MacAllister","Consumer",35,"United States","New York City","New York","10009","East","Henry","MacAllister",71,"CA-2016-106075","2016-09-18","2016-09-23","Standard Class","HM-14980","OFF-BI-10004654","4.616",1,"0.2","1.731","OFF-BI-10004654","Office Supplies","Binders","Avery Binding System Hidden Tab Executive Style Index Sets"
"TB-21520","Tracy Blumstein","Consumer",48,"United States","Philadelphia","Pennsylvania","19140","East","Tracy","Blumstein",72,"CA-2017-114440","2017-09-14","2017-09-17","Second Class","TB-21520","OFF-PA-10004675","19.05",3,"0","8.763","OFF-PA-10004675","Office Supplies","Paper","Telephone Message Books with Fax/Mobile Section  5 1/2 x 3 3/16"
"JE-15745","Joel Eaton","Consumer",25,"United States","Memphis","Tennessee","38109","South","Joel","Eaton",73,"US-2015-134026","2015-04-26","2015-05-02","Standard Class","JE-15745","FUR-CH-10000513","831.936",8,"0.2","-114.3912","FUR-CH-10000513","Furniture","Chairs","High-Back Leather Managers Chair"
"JE-15745","Joel Eaton","Consumer",25,"United States","Memphis","Tennessee","38109","South","Joel","Eaton",74,"US-2015-134026","2015-04-26","2015-05-02","Standard Class","JE-15745","FUR-FU-10003708","97.04",2,"0.2","1.213","FUR-FU-10003708","Furniture","Furnishings","Tenex Traditional Chairmats for Medium Pile Carpet  Standard Lip  36 x 48"
"JE-15745","Joel Eaton","Consumer",25,"United States","Memphis","Tennessee","38109","South","Joel","Eaton",75,"US-2015-134026","2015-04-26","2015-05-02","Standard Class","JE-15745","OFF-ST-10004123","72.784",1,"0.2","-18.196","OFF-ST-10004123","Office Supplies","Storage","Safco Industrial Wire Shelving System"
"KB-16600","Ken Brennan","Corporate",29,"United States","Houston","Texas","77041","Central","Ken","Brennan",76,"US-2017-118038","2017-12-09","2017-12-11","First Class","KB-16600","OFF-BI-10004182","1.248",3,"0.8","-1.9344","OFF-BI-10004182","Office Supplies","Binders","Economy Binders"
"KB-16600","Ken Brennan","Corporate",29,"United States","Houston","Texas","77041","Central","Ken","Brennan",77,"US-2017-118038","2017-12-09","2017-12-11","First Class","KB-16600","FUR-FU-10000260","9.708",3,"0.6","-5.8248","FUR-FU-10000260","Furniture","Furnishings","6 Cubicle Wall Clock  Black"
"KB-16600","Ken Brennan","Corporate",29,"United States","Houston","Texas","77041","Central","Ken","Brennan",78,"US-2017-118038","2017-12-09","2017-12-11","First Class","KB-16600","OFF-ST-10000615","27.24",3,"0.2","2.724","OFF-ST-10000615","Office Supplies","Storage","SimpliFile Personal File  Black Granite  15w x 6-15/16d x 11-1/4h"
"JE-15745","Joel Eaton","Consumer",25,"United States","Memphis","Tennessee","38109","South","Joel","Eaton",79,"US-2014-147606","2014-11-26","2014-12-01","Second Class","JE-15745","FUR-FU-10003194","19.3",5,"0.6","-14.475","FUR-FU-10003194","Furniture","Furnishings","Eldon Expressions Desk Accessory  Wood Pencil Holder  Oak"
"SC-20770","Stewart Carmichael","Corporate",18,"United States","Decatur","Alabama","35601","South","Stewart","Carmichael",80,"CA-2016-127208","2016-06-12","2016-06-15","First Class","SC-20770","OFF-AP-10002118","208.16",1,"0","56.2032","OFF-AP-10002118","Office Supplies","Appliances","1.7 Cubic Foot Compact Cube Office Refrigerators"
"SC-20770","Stewart Carmichael","Corporate",18,"United States","Decatur","Alabama","35601","South","Stewart","Carmichael",81,"CA-2016-127208","2016-06-12","2016-06-15","First Class","SC-20770","OFF-BI-10002309","16.74",3,"0","8.0352","OFF-BI-10002309","Office Supplies","Binders","Avery Heavy-Duty EZD  Binder With Locking Rings"
"DN-13690","Duane Noonan","Consumer",42,"United States","San Francisco","California","94122","West","Duane","Noonan",82,"CA-2014-139451","2014-10-12","2014-10-16","Standard Class","DN-13690","OFF-AR-10002053","14.9",5,"0","4.172","OFF-AR-10002053","Office Supplies","Art","Premium Writing Pencils  Soft  #2 by Central Association for the Blind"
"DN-13690","Duane Noonan","Consumer",42,"United States","San Francisco","California","94122","West","Duane","Noonan",83,"CA-2014-139451","2014-10-12","2014-10-16","Standard Class","DN-13690","OFF-ST-10002370","21.39",1,"0","6.2031","OFF-ST-10002370","Office Supplies","Storage","Sortfiler Multipurpose Personal File Organizer  Black"
"JC-16105","Julie Creighton","Corporate",56,"United States","Durham","North Carolina","27707","South","Julie","Creighton",84,"CA-2015-149734","2015-09-03","2015-09-08","Standard Class","JC-16105","OFF-EN-10000927","200.984",7,"0.2","62.8075","OFF-EN-10000927","Office Supplies","Envelopes","Jet-Pak Recycled Peel N Seal Padded Mailers"
"CS-12400","Christopher Schild","Home Office",33,"United States","Chicago","Illinois","60623","Central","Christopher","Schild",85,"US-2017-119662","2017-11-13","2017-11-16","First Class","CS-12400","OFF-ST-10003656","230.376",3,"0.2","-48.9549","OFF-ST-10003656","Office Supplies","Storage","Safco Industrial Wire Shelving"
